hcp_id,Samples,Predicted_Demand,Sample_Investment,Expected_Incremental_Rx,Expected_Incremental_Units,Expected_Revenue,Expected_Variable_Cost,Expected_Incremental_Profit,Projected_ROI_Pct
NPIIN0000008740,490,3.9409856955595495,28.763,0.39409856955595496,0.7881971391119099,157.63942782238198,35.46887126003595,122.17055656234604,324.74900588376045
NPIIN0000000586,399,3.123365096841532,23.421300000000002,0.3123365096841532,0.6246730193683064,124.93460387366129,28.11028587157379,96.8243180020875,313.402834181226
NPIIN0000002362,360,2.73292906278965,21.132,0.273292906278965,0.54658581255793,109.317162511586,24.59636156510685,84.72080094647916,300.9123648801777
NPIIN0000004976,354,2.7178075908843664,20.7798,0.27178075908843663,0.5435615181768733,108.71230363537465,24.460268317959297,84.25203531741536,305.4516180012096
NPIIN0000001831,352,2.6890751540188895,20.6624,0.26890751540188895,0.5378150308037779,107.56300616075558,24.201676386170007,83.36132977458557,303.4445648839707
NPIIN0000000909,337,2.631568012111691,19.7819,0.2631568012111691,0.5263136024223382,105.26272048446764,23.684112109005216,81.57860837546242,312.39015653431886
NPIIN0000001944,326,2.4268886146866535,19.136200000000002,0.24268886146866536,0.4853777229373307,97.07554458746614,21.84199753217988,75.23354705528627,293.1477882509916
NPIIN0000008332,325,2.470742754621559,19.0775,0.2470742754621559,0.4941485509243118,98.82971018486236,22.236684791594033,76.59302539326833,301.4835559862054
NPIIN0000009278,322,2.3884572386214593,18.901400000000002,0.23884572386214595,0.4776914477242919,95.53828954485837,21.496115147593134,74.04217439726524,291.72851956609156
NPIIN0000005734,320,2.3963353149519016,18.784,0.23963353149519018,0.47926706299038035,95.85341259807608,21.567017834567118,74.28639476350895,295.4769738261763
NPIIN0000006458,319,2.5038135025242965,18.7253,0.25038135025242964,0.5007627005048593,100.15254010097185,22.534321522718667,77.61821857825318,314.5098800994012
NPIIN0000008759,316,2.586691852417363,18.5492,0.2586691852417363,0.5173383704834726,103.46767409669452,23.280226671756267,80.18744742493826,332.2959881015799
NPIIN0000003193,307,2.3705911106248347,18.0209,0.23705911106248348,0.47411822212496696,94.82364442499339,21.335319995623514,73.48832442936987,307.79497377694713
NPIIN0000007749,306,2.3635008511074904,17.9622,0.23635008511074906,0.47270017022149813,94.54003404429963,21.271507659967416,73.26852638433222,307.9039671328246
NPIIN0000002670,305,2.281885510927925,17.9035,0.22818855109279249,0.45637710218558497,91.27542043711699,20.536969598351323,70.73845083876567,295.1096201232478
NPIIN0000000196,304,2.2794346779068917,17.8448,0.2279434677906892,0.4558869355813784,91.17738711627568,20.51491210116203,70.66247501511366,295.9835639240208
NPIIN0000011226,302,2.3154811392392354,17.7274,0.23154811392392355,0.4630962278478471,92.61924556956942,20.83933025315312,71.7799153164163,304.90943576845046
NPIIN0000007584,299,2.6082799389257785,17.5513,0.2608279938925779,0.5216559877851558,104.33119755703115,23.47451945033201,80.85667810669914,360.6876875598909
NPIIN0000001398,297,2.3710304194794274,17.4339,0.23710304194794274,0.4742060838958855,94.8412167791771,21.339273775314847,73.50194300386225,321.6035597534817
NPIIN0000004387,295,2.2711972179113578,17.3165,0.2271197217911358,0.4542394435822716,90.84788871645432,20.440774961202223,70.4071137552521,306.58974824734844
NPIIN0000005464,294,2.168457727709715,17.2578,0.2168457727709715,0.433691545541943,86.7383091083886,19.516119549387437,67.22218955900117,289.51772276304723
NPIIN0000000880,292,2.2483605767844943,17.1404,0.22483605767844944,0.4496721153568989,89.93442307137978,20.23524519106045,69.69917788031933,306.6368222463847
NPIIN0000003326,289,2.106996552953624,16.9643,0.2106996552953624,0.4213993105907248,84.27986211814496,18.962968976582616,65.31689314156235,285.02557218135934
NPIIN0000011419,287,2.1984486684762894,16.8469,0.21984486684762894,0.4396897336952579,87.93794673905157,19.786038016286604,68.15190872276497,304.5367914735943
NPIIN0000005754,284,2.069825886771778,16.6708,0.2069825886771778,0.4139651773543556,82.79303547087112,18.628432980946002,64.16460248992512,284.8921616834532
NPIIN0000008202,283,2.1211909428777567,16.6121,0.21211909428777567,0.42423818857555134,84.84763771511027,19.09071848589981,65.75691922921045,295.83748730871145
NPIIN0000010903,281,2.0998513210908714,16.4947,0.20998513210908715,0.4199702642181743,83.99405284363486,18.898661889817845,65.09539095381702,294.64428546028125
NPIIN0000001755,279,2.126203338411966,16.3773,0.2126203338411966,0.4252406676823932,85.04813353647864,19.135830045707696,65.91230349077095,302.46135498996136
NPIIN0000008359,276,1.9995606980222829,16.2012,0.1999560698022283,0.3999121396044566,79.98242792089133,17.996046282200545,61.98638163869078,282.6036444133199
NPIIN0000000948,274,2.0127045415555314,16.0838,0.20127045415555314,0.4025409083111063,80.50818166222126,18.114340873999783,62.39384078822148,287.9297230021605
NPIIN0000003401,272,1.947004669290642,15.9664,0.1947004669290642,0.3894009338581284,77.88018677162569,17.52304202361578,60.35714474800991,278.02600929458055
NPIIN0000011182,271,2.0404145583964564,15.9077,0.20404145583964564,0.4080829116792913,81.61658233585825,18.363731025568107,63.25285131029015,297.62411480157505
NPIIN0000010166,269,1.9201261661112157,15.7903,0.19201261661112157,0.38402523322224313,76.80504664444862,17.281135495000942,59.523911149447684,276.96504277593004
NPIIN0000000457,269,1.9269614080244668,15.7903,0.19269614080244668,0.38539228160489336,77.07845632097867,17.3426526722202,59.73580364875848,278.3069583779819
NPIIN0000010227,266,1.9122188452238,15.6142,0.19122188452238,0.38244376904476,76.488753808952,17.2099696070142,59.278784201937796,279.6466306435027
NPIIN0000008909,264,1.8922423553983272,15.4968,0.18922423553983272,0.37844847107966545,75.68969421593309,17.030181198584945,58.65951301734815,278.5266185105838
NPIIN0000006580,264,1.9342259357084555,15.4968,0.19342259357084557,0.38684518714169114,77.36903742833823,17.4080334213761,59.96100400696213,286.92506844614456
NPIIN0000004453,261,1.962964568058396,15.3207,0.19629645680583963,0.39259291361167925,78.51858272233585,17.666681112525566,60.851901609810284,297.1874758321113
NPIIN0000007885,259,1.9463181813860726,15.2033,0.19463181813860728,0.38926363627721455,77.85272725544291,17.516863632474656,60.33586362296826,296.8603107415381
NPIIN0000004361,258,1.9076294210040758,15.1446,0.1907629421004076,0.3815258842008152,76.30517684016304,17.168664789036683,59.13651205112636,290.4791942416859
NPIIN0000009934,256,1.9089571725250165,15.0272,0.19089571725250165,0.3817914345050033,76.35828690100067,17.18061455272515,59.17767234827552,293.8037182460839
NPIIN0000003180,254,1.9677282357509818,14.9098,0.19677282357509818,0.39354564715019635,78.70912943003927,17.709554121758835,60.999575308280434,309.124034583163
NPIIN0000007515,254,1.860223679735193,14.9098,0.18602236797351931,0.37204473594703863,74.40894718940773,16.74201311761674,57.66693407179099,286.7720162027055
NPIIN0000010028,253,2.2079760357744913,14.8511,0.22079760357744915,0.4415952071548983,88.31904143097967,19.871784321970424,68.44725710900924,360.8901502852263
NPIIN0000002576,253,1.9528928879325231,14.8511,0.19528928879325233,0.39057857758650466,78.11571551730093,17.57603599139271,60.53967952590821,307.64441371957776
NPIIN0000000376,252,2.130954526837772,14.7924,0.21309545268377722,0.42619090536755444,85.23818107351089,19.17859074153995,66.05959033197094,346.5779071142677
NPIIN0000009706,251,1.7792159820143514,14.7337,0.17792159820143516,0.3558431964028703,71.16863928057407,16.012943838129164,55.15569544244491,274.35060739966815
NPIIN0000004268,250,1.7653703485737728,14.675,0.1765370348573773,0.3530740697147546,70.61481394295092,15.888333137163956,54.72648080578696,272.9232082166062
NPIIN0000010114,248,1.728835389808212,14.5576,0.1728835389808212,0.3457670779616424,69.15341559232849,15.559518508273909,53.593897084054575,268.1506366712547
NPIIN0000011379,247,1.9024666792569895,14.4989,0.19024666792569897,0.38049333585139794,76.09866717027958,17.122200113312907,58.976467056966676,306.76511360838873
NPIIN0000006476,247,2.147587094839333,14.4989,0.2147587094839333,0.4295174189678666,85.90348379357332,19.328283853553998,66.57519994001932,359.1741438317342
NPIIN0000008179,246,1.7495455465634782,14.4402,0.17495455465634782,0.34990910931269564,69.98182186253914,15.745909919071304,54.23591194346783,275.58975598307387
NPIIN0000002870,246,2.146705031351216,14.4402,0.21467050313512162,0.42934100627024324,85.86820125404864,19.320345282160947,66.5478559718877,360.8513453545497
NPIIN0000003727,246,1.7661908682261562,14.4402,0.17661908682261562,0.35323817364523125,70.64763472904625,15.895717814035406,54.75191691501084,279.1631481212922
NPIIN0000001850,243,1.9391958697169265,14.264100000000001,0.19391958697169265,0.3878391739433853,77.56783478867706,17.45276282745234,60.11507196122472,321.44314721030224
NPIIN0000000526,243,1.8738302082220573,14.264100000000001,0.18738302082220573,0.37476604164441146,74.9532083288823,16.864471873998514,58.08873645488379,307.237305226995
NPIIN0000005370,241,1.7227057654765934,14.146700000000001,0.17227057654765934,0.3445411530953187,68.90823061906374,15.50435188928934,53.403878729774405,277.50060953985314
NPIIN0000007351,241,2.103635437782165,14.146700000000001,0.2103635437782165,0.420727087556433,84.1454175112866,18.932718940039486,65.2126985712471,360.9746341637774
NPIIN0000010516,240,1.7081574521577292,14.088000000000001,0.17081574521577292,0.34163149043154584,68.32629808630917,15.373417069419563,52.952881016889606,275.8722389046678
NPIIN0000005703,236,1.6336866291861358,13.853200000000001,0.1633686629186136,0.3267373258372272,65.34746516744543,14.703179662675224,50.64428550477021,265.57824549396673
NPIIN0000009519,235,1.6224934192225342,13.794500000000001,0.16224934192225343,0.32449868384450686,64.89973676890138,14.602440773002808,50.297295995898565,264.6184783493317
NPIIN0000007095,233,1.6847151099693718,13.677100000000001,0.1684715109969372,0.3369430219938744,67.38860439877487,15.162435989724347,52.22616840905053,281.8511848933657
NPIIN0000002399,233,1.6934640483205519,13.677100000000001,0.1693464048320552,0.3386928096641104,67.73856193282208,15.241176434884968,52.49738549793711,283.8341863255888
NPIIN0000003940,232,1.6122363070931212,13.618400000000001,0.16122363070931212,0.32244726141862423,64.48945228372484,14.510126763838091,49.97932551988676,266.9985131872081
NPIIN0000008039,231,1.5979709545666905,13.559700000000001,0.15979709545666906,0.3195941909133381,63.91883818266763,14.381738591100216,49.53709959156741,265.3259260276216
NPIIN0000000792,231,1.6747043659875476,13.559700000000001,0.16747043659875477,0.33494087319750954,66.9881746395019,15.072339293887929,51.91583534561398,282.8686132113098
NPIIN0000011161,231,1.6294632892387944,13.559700000000001,0.16294632892387945,0.3258926578477589,65.17853156955178,14.66516960314915,50.51336196640263,272.52566034943715
