hcp_id,Samples,Predicted_Demand,Sample_Investment,Expected_Incremental_Rx,Expected_Incremental_Units,Expected_Revenue,Expected_Variable_Cost,Expected_Incremental_Profit,Projected_ROI_Pct
NPIIN0000008740,440,3.4382149453587587,4400.0,0.44696794289663866,0.8939358857932773,181.4689848160353,181.4689848160353,0.0,-100.0
NPIIN0000004535,400,3.356137578980879,4000.0,0.4362978852675143,0.8725957705350286,177.1369414186108,177.1369414186108,0.0,-100.0
NPIIN0000000688,391,3.1360965379901447,3910.0,0.40769254993871884,0.8153850998774377,165.52317527511985,165.52317527511985,0.0,-100.0
NPIIN0000001415,383,3.2096462314788266,3830.0,0.41725401009224744,0.8345080201844949,169.40512809745246,169.40512809745246,0.0,-100.0
NPIIN0000003326,369,2.816446035524944,3690.0,0.3661379846182427,0.7322759692364854,148.65202175500653,148.65202175500653,0.0,-100.0
NPIIN0000009393,360,2.6530600353067517,3600.0,0.34489780458987773,0.6897956091797555,140.02850866349036,140.02850866349036,0.0,-100.0
NPIIN0000002529,342,2.491799800164959,3420.0,0.3239339740214447,0.6478679480428894,131.51719345270655,131.51719345270655,0.0,-100.0
NPIIN0000006649,338,2.457984402594368,3380.0,0.31953797233726783,0.6390759446745357,129.73241676893073,129.73241676893073,0.0,-100.0
NPIIN0000006597,334,2.4340731282297448,3340.0,0.31642950666986686,0.6328590133397337,128.47037970796595,128.47037970796595,0.0,-100.0
NPIIN0000002838,331,2.405582362667096,3310.0,0.3127257071467225,0.625451414293445,126.96663710156933,126.96663710156933,0.0,-100.0
NPIIN0000011198,331,2.435333885950882,3310.0,0.3165934051736147,0.6331868103472293,128.53692250048755,128.53692250048755,0.0,-100.0
NPIIN0000007868,329,2.3828999514889713,3290.0,0.30977699369356626,0.6195539873871325,125.7694594395879,125.7694594395879,0.0,-100.0
NPIIN0000003733,318,2.312216166756308,3180.0,0.30058810167832006,0.6011762033566401,122.03876928139795,122.03876928139795,0.0,-100.0
NPIIN0000007531,317,2.302459723425476,3170.0,0.29931976404531185,0.5986395280906237,121.52382420239661,121.52382420239661,0.0,-100.0
NPIIN0000001855,315,2.2697878617672793,3150.0,0.2950724220297463,0.5901448440594926,119.799403344077,119.799403344077,0.0,-100.0
NPIIN0000000537,311,2.296727534418291,3110.0,0.2985745794743779,0.5971491589487558,121.22127926659742,121.22127926659742,0.0,-100.0
NPIIN0000011472,308,2.277583064013697,3080.0,0.2960857983217806,0.5921715966435612,120.21083411864294,120.21083411864294,0.0,-100.0
NPIIN0000000883,307,2.2583718886073827,3070.0,0.29358834551895974,0.5871766910379195,119.19686828069766,119.19686828069766,0.0,-100.0
NPIIN0000000307,306,2.223423905577068,3060.0,0.28904510772501885,0.5780902154500377,117.35231373635766,117.35231373635766,0.0,-100.0
NPIIN0000003259,297,2.1271274449905153,2970.0,0.276526567848767,0.553053135697534,112.2697865465994,112.2697865465994,0.0,-100.0
