hcp_id,Samples,Predicted_Demand,Sample_Investment,Expected_Incremental_Rx,Expected_Incremental_Units,Expected_Revenue,Expected_Variable_Cost,Expected_Incremental_Profit,Projected_ROI_Pct
NPIIN0000008740,449,3.4382149453587587,17960.0,0.3438214945358759,0.6876429890717518,138.21624080342212,137.52859781435035,0.6876429890717759,-99.99617125284482
NPIIN0000004535,408,3.356137578980879,16320.0,0.33561375789808795,0.6712275157961759,134.91673067503135,134.24550315923517,0.6712275157961756,-99.99588708630026
NPIIN0000000688,398,3.1360965379901447,15920.0,0.3136096537990145,0.627219307598029,126.07108082720383,125.4438615196058,0.6272193075980255,-99.99606018022865
NPIIN0000001415,391,3.2096462314788266,15640.0,0.32096462314788266,0.6419292462957653,129.02777850544882,128.38584925915308,0.6419292462957458,-99.99589559305437
NPIIN0000003326,376,2.816446035524944,15040.0,0.2816446035524944,0.5632892071049888,113.22113062810274,112.65784142099776,0.5632892071049866,-99.9962547260166
NPIIN0000009393,367,2.6530600353067517,14680.0,0.2653060035306752,0.5306120070613504,106.65301341933143,106.12240141227008,0.5306120070613503,-99.99638547679113
NPIIN0000002529,349,2.491799800164959,13960.0,0.2491799800164959,0.4983599600329918,100.17035196663136,99.67199200659836,0.49835996003299954,-99.99643008624618
NPIIN0000006649,344,2.457984402594368,13760.0,0.24579844025943678,0.49159688051887357,98.81097298429358,98.31937610377472,0.49159688051886974,-99.99642734825204
NPIIN0000006597,340,2.4340731282297448,13600.0,0.24340731282297448,0.48681462564594896,97.84973975483574,97.36292512918979,0.48681462564594824,-99.99642048069377
NPIIN0000002838,338,2.405582362667096,13520.0,0.24055823626670958,0.48111647253341916,96.70441097921726,96.22329450668383,0.4811164725334294,-99.99644144620906
NPIIN0000011198,337,2.435333885950882,13480.0,0.24353338859508822,0.48706677719017644,97.90042221522546,97.41335543803528,0.4870667771901793,-99.99638674497633
NPIIN0000007868,335,2.3828999514889713,13400.0,0.23828999514889715,0.4765799902977943,95.79257804985666,95.31599805955886,0.4765799902977932,-99.99644343290822
NPIIN0000003733,324,2.312216166756308,12960.0,0.23122161667563082,0.46244323335126164,92.95108990360359,92.48864667025232,0.4624432333512658,-99.99643176517475
NPIIN0000007531,323,2.302459723425476,12920.0,0.2302459723425476,0.4604919446850952,92.55888088170413,92.09838893701904,0.4604919446850886,-99.99643582086158
NPIIN0000001855,321,2.2697878617672793,12840.0,0.22697878617672795,0.4539575723534559,91.24547204304464,90.79151447069118,0.4539575723534597,-99.99646450488821
NPIIN0000000537,317,2.296727534418291,12680.0,0.22967275344182914,0.45934550688365827,92.32844688361531,91.86910137673165,0.4593455068836647,-99.99637740136527
NPIIN0000011472,314,2.277583064013697,12560.0,0.2277583064013697,0.4555166128027394,91.55883917335062,91.10332256054788,0.4555166128027395,-99.99637327537577
NPIIN0000000883,313,2.2583718886073827,12520.0,0.22583718886073828,0.45167437772147656,90.78654992201679,90.33487554429531,0.45167437772147423,-99.99639237717474
NPIIN0000000307,312,2.223423905577068,12480.0,0.2223423905577068,0.4446847811154136,89.38164100419813,88.93695622308272,0.4446847811154129,-99.99643682066413
NPIIN0000003259,302,2.1271274449905153,12080.0,0.21271274449905153,0.42542548899810306,85.51052328861871,85.08509779962061,0.4254254889981013,-99.99647826581956
NPIIN0000005407,302,2.201841807838279,12080.0,0.2201841807838279,0.4403683615676558,88.51404067509881,88.07367231353116,0.4403683615676499,-99.99635456654332
NPIIN0000006948,295,2.103207261595205,11800.0,0.2103207261595205,0.420641452319041,84.54893191612724,84.1282904638082,0.42064145231904604,-99.99643524192949
NPIIN0000005138,287,2.0357751213897957,11480.0,0.20357751213897957,0.40715502427795913,81.83815987986979,81.43100485559182,0.40715502427796935,-99.99645335344705
NPIIN0000001074,286,2.0099183786710864,11440.0,0.20099183786710864,0.4019836757342173,80.79871882257767,80.39673514684345,0.4019836757342148,-99.99648615668065
NPIIN0000006156,283,2.047438117575415,11320.0,0.2047438117575415,0.409487623515083,82.30701232653168,81.8975247030166,0.4094876235150764,-99.99638261816682
NPIIN0000000530,282,2.018872501088503,11280.0,0.20188725010885034,0.40377450021770067,81.15867454375784,80.75490004354013,0.40377450021770755,-99.99642043882785
NPIIN0000000163,282,1.9979191729674375,11280.0,0.19979191729674375,0.3995838345934875,80.31635075329099,79.9167669186975,0.3995838345934857,-99.99645759011887
NPIIN0000011098,280,2.060239577581198,11200.0,0.20602395775811982,0.41204791551623965,82.82163101876417,82.40958310324793,0.41204791551624,-99.99632100075434
NPIIN0000001357,279,1.9539893592879765,11160.0,0.19539893592879765,0.3907978718575953,78.55037224337666,78.15957437151906,0.3907978718576004,-99.99649822695467
NPIIN0000008759,279,1.9295648935028265,11160.0,0.19295648935028265,0.3859129787005653,77.56850871881362,77.18259574011306,0.38591297870055996,-99.99654199839874
NPIIN0000010516,279,1.9430636419147265,11160.0,0.19430636419147265,0.3886127283829453,78.111158404972,77.72254567658906,0.38861272838293814,-99.99651780709335
NPIIN0000000512,276,1.9182764689998792,11040.0,0.19182764689998794,0.38365529379997587,77.11471405379515,76.73105875999518,0.38365529379997554,-99.99652486146921
NPIIN0000009496,276,1.9038692140780034,11040.0,0.19038692140780034,0.38077384281560067,76.53554240593573,76.15476856312013,0.3807738428156,-99.99655096156872
NPIIN0000006773,274,1.9611302339607826,10960.0,0.19611302339607828,0.39222604679215656,78.83743540522347,78.44520935843131,0.39222604679216033,-99.9964212951935
NPIIN0000011017,272,2.235143922255582,10880.0,0.22351439222555822,0.44702878445111643,89.85278567467441,89.40575689022329,0.4470287844511205,-99.99589127955468
NPIIN0000010708,271,1.860459003099065,10840.0,0.18604590030990653,0.37209180061981306,74.79045192458243,74.41836012396261,0.3720918006198133,-99.99656741881347
NPIIN0000010447,270,1.972641212652949,10800.0,0.1972641212652949,0.3945282425305898,79.30017674864855,78.90564850611797,0.3945282425305834,-99.9963469607173
NPIIN0000000768,270,1.872704543230775,10800.0,0.1872704543230775,0.374540908646155,75.28272263787716,74.908181729231,0.3745409086461535,-99.99653202862365
NPIIN0000004104,268,1.9815863878335809,10720.0,0.1981586387833581,0.3963172775667162,79.65977279090995,79.26345551334325,0.396317277566709,-99.99630301047046
NPIIN0000000838,268,1.8819658485925714,10720.0,0.18819658485925717,0.37639316971851433,75.65502711342138,75.27863394370287,0.37639316971851144,-99.99648886968548
NPIIN0000005703,268,1.8624961552621078,10720.0,0.18624961552621078,0.37249923105242155,74.87234544153674,74.49984621048431,0.37249923105243,-99.99652519374018
NPIIN0000010703,267,1.9114838521575002,10680.0,0.19114838521575003,0.38229677043150007,76.84165085673152,76.45935408630001,0.382296770431509,-99.99642044222443
NPIIN0000011874,260,1.8906278930586171,10400.0,0.18906278930586173,0.37812557861172347,76.00324130095642,75.62511572234469,0.3781255786117299,-99.99636417712873
NPIIN0000002469,260,1.8203962095886073,10400.0,0.18203962095886073,0.36407924191772145,73.17992762546201,72.81584838354429,0.3640792419177217,-99.99649923805849
NPIIN0000004149,260,1.8823461810661246,10400.0,0.18823461810661246,0.3764692362132249,75.67031647885821,75.29384724264499,0.37646923621322514,-99.99638010349796
NPIIN0000011704,257,2.1176852304800695,10280.0,0.21176852304800697,0.42353704609601395,85.1309462652988,84.70740921920279,0.4235370460960155,-99.99587998982398
NPIIN0000008159,257,2.1185375614153337,10280.0,0.21185375614153337,0.42370751228306675,85.16520996889642,84.74150245661335,0.42370751228307313,-99.99587833159256
NPIIN0000011678,256,1.768120953752751,10240.0,0.1768120953752751,0.3536241907505502,71.07846234086058,70.72483815011003,0.3536241907505513,-99.9965466387622
NPIIN0000010374,255,1.7387578551902194,10200.0,0.17387578551902194,0.3477515710380439,69.89806577864682,69.55031420760878,0.3477515710380459,-99.99659067087218
NPIIN0000009656,254,1.7382395281232226,10160.0,0.17382395281232227,0.34764790562464454,69.87722903055355,69.52958112492891,0.34764790562464043,-99.99657826864544
NPIIN0000008084,250,1.7656002242128988,10000.0,0.17656002242128988,0.35312004484257975,70.97712901335854,70.62400896851595,0.3531200448425835,-99.99646879955156
NPIIN0000001764,250,1.6800701323319218,10000.0,0.1680070132331922,0.3360140264663844,67.53881931974327,67.20280529327688,0.3360140264663869,-99.99663985973534
NPIIN0000006335,245,1.6576946843847937,9800.0,0.1657694684384794,0.3315389368769588,66.63932631226872,66.30778737539175,0.3315389368769672,-99.9966169496237
NPIIN0000001722,244,1.7004024698864253,9760.0,0.17004024698864253,0.34008049397728507,68.3561792894343,68.01609879545701,0.34008049397728257,-99.99651556870924
NPIIN0000000031,244,1.6658361006087425,9760.0,0.16658361006087427,0.33316722012174854,66.96661124447145,66.63344402434971,0.3331672201217373,-99.99658640143318
NPIIN0000000649,243,1.6268115287080092,9720.0,0.16268115287080093,0.32536230574160185,65.39782345406198,65.07246114832037,0.3253623057416064,-99.99665265117551
NPIIN0000007975,241,1.6592973028210256,9640.0,0.16592973028210256,0.3318594605642051,66.70375157340523,66.37189211284102,0.33185946056420335,-99.99655747447548
NPIIN0000007589,239,1.6669691613403381,9560.0,0.1666969161340338,0.3333938322680676,67.01216028588159,66.67876645361352,0.3333938322680723,-99.99651261681728
NPIIN0000000951,238,1.964839839219409,9520.0,0.1964839839219409,0.3929679678438818,78.98656153662024,78.59359356877637,0.3929679678438731,-99.99587218521172
NPIIN0000011637,238,1.6379404130847623,9520.0,0.16379404130847625,0.3275880826169525,65.84520460600746,65.5176165233905,0.3275880826169555,-99.996558948712
NPIIN0000000238,238,1.758049568338993,9520.0,0.1758049568338993,0.3516099136677986,70.67359264722752,70.32198273355972,0.3516099136678008,-99.9963066185539
NPIIN0000009980,237,1.6135060747893297,9480.0,0.16135060747893298,0.32270121495786597,64.86294420653105,64.5402429915732,0.32270121495785986,-99.99659597874516
NPIIN0000001296,237,1.6025514968607535,9480.0,0.16025514968607535,0.3205102993721507,64.42257017380228,64.10205987443014,0.32051029937214537,-99.99661908966907
NPIIN0000001469,232,1.6492684582931136,9280.0,0.16492684582931139,0.32985369165862277,66.30059202338317,65.97073833172456,0.329853691658613,-99.99644554211574
NPIIN0000002660,231,1.6449700534505862,9240.0,0.16449700534505862,0.32899401069011724,66.12779614871357,65.79880213802345,0.32899401069012413,-99.99643945875877
NPIIN0000011679,231,1.5489405318268232,9240.0,0.15489405318268235,0.3097881063653647,62.267409379438305,61.95762127307294,0.30978810636536736,-99.99664731486617
NPIIN0000002803,230,1.7020375658430984,9200.0,0.17020375658430986,0.3404075131686197,68.42191014689257,68.08150263372394,0.3404075131686284,-99.99629991833513
NPIIN0000000173,229,1.5159866796948098,9160.0,0.151598667969481,0.303197335938962,60.94266452373136,60.6394671877924,0.30319733593896103,-99.99668998541551
NPIIN0000008587,228,1.5339774206297108,9120.0,0.15339774206297108,0.30679548412594215,61.66589230931437,61.35909682518843,0.30679548412594215,-99.99663601442845
NPIIN0000008455,228,1.6507741629441908,9120.0,0.16507741629441908,0.33015483258883815,66.36112135035647,66.03096651776764,0.33015483258883194,-99.99637988122161
NPIIN0000008263,228,1.5898192775369548,9120.0,0.1589819277536955,0.317963855507391,63.910734956985586,63.5927711014782,0.3179638555073865,-99.99651355421594
NPIIN0000002278,228,1.6854259661428526,9120.0,0.16854259661428528,0.33708519322857056,67.75412383894268,67.41703864571411,0.33708519322856034,-99.99630389042512
NPIIN0000003160,227,1.8667166621099687,9080.0,0.18667166621099687,0.37334333242199375,75.04200981682074,74.66866648439876,0.3733433324219817,-99.99588828929052
NPIIN0000008798,226,1.6532148783798908,9040.0,0.16532148783798908,0.33064297567597817,66.45923811087161,66.12859513519564,0.33064297567597123,-99.99634244495934
NPIIN0000002865,226,1.5166761850614066,9040.0,0.15166761850614066,0.3033352370122813,60.970382639468546,60.66704740245626,0.30333523701228415,-99.99664452171446
NPIIN0000006461,226,1.8577354114046538,9040.0,0.1857735411404654,0.3715470822809308,74.6809635384671,74.30941645618616,0.3715470822809408,-99.99588996590397
NPIIN0000006372,224,1.6860044505204195,8960.0,0.16860044505204197,0.33720089010408394,67.77737891092087,67.44017802081679,0.3372008901040857,-99.99623659720865
NPIIN0000000792,224,1.581789019790452,8960.0,0.15817890197904522,0.31635780395809043,63.58791859557618,63.271560791618086,0.3163578039580912,-99.99646922093797
NPIIN0000005349,222,1.583906823937139,8880.0,0.1583906823937139,0.3167813647874278,63.67305432227299,63.35627295748556,0.31678136478743113,-99.99643264228844
NPIIN0000005766,222,1.4655516730202756,8880.0,0.14655516730202756,0.2931103346040551,58.915177255415074,58.62206692081102,0.29311033460405156,-99.99669920794365
NPIIN0000001702,222,1.5052054743758254,8880.0,0.15052054743758256,0.3010410948751651,60.50926006990819,60.20821897503302,0.30104109487516695,-99.99660989758024
NPIIN0000000091,222,1.7716291471892094,8880.0,0.17716291471892096,0.3543258294378419,71.21949171700622,70.86516588756838,0.3543258294378404,-99.99600984426309
NPIIN0000007051,221,1.4846453591952176,8840.0,0.14846453591952177,0.29692907183904355,59.68274343964775,59.385814367808706,0.2969290718390454,-99.99664107384797
NPIIN0000001938,220,1.4966627242221089,8800.0,0.1496662724222109,0.2993325448444218,60.16584151372878,59.86650896888436,0.2993325448444182,-99.99659849380859
NPIIN0000010733,220,1.5304574888351927,8800.0,0.1530457488835193,0.3060914977670386,61.52439105117476,61.21829955340772,0.30609149776704214,-99.99652168752537
NPIIN0000005853,220,1.5618931831842149,8800.0,0.1561893183184215,0.312378636636843,62.788105964005446,62.4757273273686,0.3123786366368435,-99.99645024276548
NPIIN0000002033,220,1.5148524969420254,8800.0,0.15148524969420255,0.3029704993884051,60.897070377069426,60.59409987768102,0.30297049938840814,-99.99655715341605
NPIIN0000006087,218,1.5431315837848578,8720.0,0.1543131583784858,0.3086263167569716,62.033889668151296,61.72526335139432,0.30862631675697827,-99.99646070737664
NPIIN0000005435,218,1.4534620128089948,8720.0,0.14534620128089948,0.29069240256179896,58.429172914921594,58.13848051235979,0.2906924025618025,-99.99666637153027
NPIIN0000004763,218,1.4317034476887804,8720.0,0.14317034476887805,0.2863406895377561,57.55447859708897,57.26813790755122,0.28634068953775227,-99.99671627649613
NPIIN0000005038,218,1.4294052874762715,8720.0,0.14294052874762717,0.28588105749525433,57.46209255654612,57.176211499050865,0.28588105749525283,-99.9967215475058
NPIIN0000006926,218,1.483759767592012,8720.0,0.1483759767592012,0.2967519535184024,59.64714265719888,59.350390703680475,0.29675195351840244,-99.996596881267
NPIIN0000006778,217,1.5298233487253707,8680.0,0.1529823348725371,0.3059646697450742,61.49889861875991,61.19293394901484,0.3059646697450731,-99.99647506140846
NPIIN0000003416,217,1.441250292078905,8680.0,0.1441250292078905,0.288250058415781,57.93826174157198,57.6500116831562,0.2882500584157768,-99.99667914679243
NPIIN0000004435,216,1.405551599814888,8640.0,0.1405551599814888,0.2811103199629776,56.50317431255849,56.222063992595515,0.281110319962977,-99.99674640833375
NPIIN0000000772,216,1.5376420028654765,8640.0,0.15376420028654766,0.30752840057309533,61.81320851519216,61.50568011461907,0.3075284005730907,-99.99644064351187
NPIIN0000003986,216,1.4711824776975766,8640.0,0.14711824776975765,0.2942364955395153,59.14153560344258,58.84729910790306,0.2942364955395149,-99.99659448500533
NPIIN0000010514,216,1.4692858347897972,8640.0,0.14692858347897972,0.29385716695795944,59.06529055854985,58.771433391591884,0.29385716695796305,-99.99659887538243
NPIIN0000005727,216,1.4378775699865078,8640.0,0.1437877569986508,0.2875755139973016,57.80267831345762,57.515102799460315,0.28757551399730374,-99.9966715796991
NPIIN0000002077,214,1.393729579207835,8560.0,0.1393729579207835,0.278745915841567,56.02792908415496,55.7491831683134,0.2787459158415615,-99.9967436224785
